Index,Cruise,Vessel name,Station,Haul,Date [UTC],Time [UTC],  Lat [°N],  Lon [°E]                              ,  Bottom depth [m]                      ,  Depth [m]                             ,  Pressure [dbar]                       ,  Temperature [°C]                      ,  Salinity [PSS-78]                     ,  Conductivity [mS/cm]                  ,  Oxygen concentration [µM]             ,  Temperature from oxygen sensor [°C]   ,  Oxygen saturation [%]                 ,  Chlorophyll a []                      ,  Light []                              ,  Speed [kn]                            ,  Dr. Haardt fluorescence channel A     ,  Dr. Haardt fluorescence channel B     ,  Dr. Haardt fluorescence channel C     ,  Dr. Haardt fluorescence channel D     ,  Speed over ground [kn]                  ,  Speed in water []                     ,  Frames [frames/s]                     ,  Automatic classification              ,  Manual classification                 ,  Area [pixels]                         ,  Form                                  ,  Area                                  ,  Length                                ,  Width                                 ,  Convexity                             ,  Structure                             ,  Graymean                              ,  Kurtosis                              ,  Skewness                              ,  Hu moment 1                           ,  Hu moment 2                           ,  Hu moment 3                           ,  Hu moment 4                           ,  Hu moment 5                           ,  Hu moment 6                           ,  Hu moment 7                           ,  Fourier descriptor 01                 ,  Fourier descriptor 02                 ,  Fourier descriptor 03                 ,  Fourier descriptor 04                 ,  Fourier descriptor 05                 ,  Fourier descriptor 06                 ,  Fourier descriptor 07                 ,  Fourier descriptor 08                 ,  Fourier descriptor 09                 ,  Fourier descriptor 10                 ,  Image file name                       
1436,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4081.258429,4143.832,0.328,32.12095133,28.7,-1518.271,0.023,0,0,0,9999,0.309,0.015,0.015,0.015,0,0,,NC,NC,10831,4.299546853,5.91,0,0,25.08165359,34665.05972,65,0.124350697,1.212516115,0.309095119,0.066384119,0.001423428,0.000882345,9.86E-07,0.000222352,7.67E-08,97800.71601,44999.42944,8157.295565,4144.473631,2328.099941,1643.745479,1000.185232,1178.97675,881.060172,196.4106727,20130828 175446  639  000001 0402 0850.bmp
1437,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4081.258429,4143.832,0.328,32.12095133,28.7,-1518.271,0.023,0,0,0,9999,0.309,0.015,0.015,0.015,0,0,,NC,NC,10055,4.667762349,5.487,0,0,35.44102478,38398.63576,48,1.708911804,1.666440463,0.277925611,0.040155627,0.000654088,0.000609166,2.68E-07,0.000121698,2.76E-07,89593.18074,42061.62072,9196.541652,3246.337591,2386.787515,537.7327551,1319.146396,2536.564773,975.9532168,347.8165158,20130828 175446  672  000000 0762 0674.bmp
1438,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4081.258429,4143.832,0.328,32.12095133,28.7,-1518.271,0.023,0,0,0,9999,0.309,0.015,0.015,0.015,0,0,,NC,NC,3529,1.631628464,1.926,0,0,6.253987312,7398.296359,86,-0.739392306,0.882518367,0.174119265,0.000840249,0.00130933,2.52E-05,4.53E-09,6.67E-07,6.76E-10,16071.09517,8305.874534,757.8292874,194.3096721,376.8427818,34.75615803,34.25371409,62.57063175,87.92290316,16.90509996,20130828 175446  672  000001 1022 0866.bmp
1439,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,9616,4.00859699,5.247,0,0,48.05928421,34072.5865,48,1.905583761,1.671079577,0.279915354,0.041535904,0.002396303,0.001673187,3.09E-06,0.000304046,1.30E-06,79978.36833,36872.96114,8470.381778,2761.924548,2978.308886,2789.200978,936.3719377,539.47592,1291.394304,841.3281822,20130828 175447  006  000000 0230 0274.bmp
1440,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,8239,2.271837928,4.496,0,0,19.84840965,28391.72641,64,-0.307672869,1.033156952,0.282343751,0.053934314,7.75E-05,3.10E-05,1.51E-09,7.15E-06,-1.07E-10,44598.03499,22762.20541,2059.860021,1256.459634,1150.428906,642.4451084,676.3341734,467.7056823,254.5273145,213.1125105,20130828 175447  006  000001 0718 0574.bmp
1441,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,3863,2.04392413,2.108,0,0,19.53292656,8987.188037,92,-1.137232639,0.708668418,0.174510795,0.001143338,0.000966757,2.80E-05,4.57E-09,6.63E-07,-5.72E-10,21265.60157,10607.11702,1701.252897,611.6549261,377.4638321,327.2010465,219.4187339,77.58133231,62.8141212,108.9543361,20130828 175447  039  000000 1018 0394.bmp
1442,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,10218,3.270035631,5.576,0,0,15.18272972,19316.02475,62,1.394078364,1.382533628,0.268952678,0.044741274,0.00107383,0.000322201,1.72E-07,4.49E-05,-7.90E-08,70025.92527,37386.55619,4571.547749,2208.177175,304.6004517,300.3404072,712.7069653,367.120535,296.2292539,258.8880225,20130828 175447  139  000000 0566 0074.bmp
1443,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,8343,7.10342369,4.553,0,0,44,40108.54753,63,-0.231920118,1.222939767,0.375843763,0.109244643,0.005020491,0.004679026,2.27E-05,0.001529413,6.47E-08,108218.3569,40979.99064,15395.39553,4773.905125,2295.806603,2527.485717,1645.249186,2559.213474,1540.513824,496.4059582,20130828 175447  239  000000 0374 0430.bmp
1444,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,19695,3.692565187,10.747,0,0,32.1966629,51866.7042,80,-0.649282417,0.852827487,0.328459924,0.076111025,0.008765756,0.006363695,4.75E-05,0.001750888,3.15E-07,137601.787,77987.64256,12047.99492,9014.247551,3886.410436,3918.196338,1434.325035,510.0086823,1446.700981,1245.68684,20130828 175447  405  000000 0198 0298.bmp
1445,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,9005,10.49875135,4.914,0,0,149.0449677,30737.29539,63,0.251654451,1.31493902,0.271471384,0.020245841,0.00360663,0.004984173,2.06E-05,0.000599519,4.79E-06,106974.3184,30844.6962,43124.16021,5446.205065,3509.379663,239.8136465,2685.397023,3698.865116,1254.687475,1678.944372,20130828 175447  505  000000 0902 0726.bmp
1446,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,4503,4.578276198,2.457,0,0,29.31232262,22613.18277,41,2.816781281,1.964194504,0.327399885,0.054305812,0.010610945,0.00606474,4.81E-05,0.001374108,-6.98E-06,38423.35963,20704.86701,2139.296643,1839.01655,1678.967219,1439.798479,516.2086112,414.2007762,127.9180775,118.1947741,20130828 175447  539  000000 0110 0198.bmp
1447,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,10945,3.727165266,5.973,0,0,32.38249969,52621.56647,37,3.940531268,2.163357548,0.284635341,0.048652233,0.003688512,0.001226517,2.45E-06,0.000164006,9.07E-07,90670.49275,38936.72149,10714.47625,2381.490539,2989.07348,3019.099263,231.6782551,685.9522694,930.9007065,767.4404754,20130828 175447  572  000000 0842 0234.bmp
1448,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,10088,3.160608603,5.505,0,0,42.6872406,32116.7707,65,0.385695541,1.32292418,0.246806761,0.029614331,0.001231874,0.000129238,-2.77E-08,-1.94E-05,4.35E-08,71765.78624,31622.09416,8381.521212,430.2579574,3371.273574,1201.45203,927.6108005,628.828097,133.4665505,236.8695355,20130828 175447  639  000000 0794 0810.bmp
1449,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,18331,7.56362653,10.003,0,0,54.125,73542.17347,55,0.433446517,1.34451525,0.31592652,0.067910863,0.002124621,0.001107091,1.69E-06,0.000226309,-1.27E-07,170447.5036,91930.47263,30284.21066,9523.221722,1904.690516,7999.767262,5968.937574,1268.272686,3986.450655,2344.759916,20130828 175447  805  000000 0458 0534.bmp
1450,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,9033,3.41910513,4.929,0,0,13.49910545,40798.03574,49,1.45690114,1.654414325,0.334201493,0.084231488,0.001392267,0.000713182,7.04E-07,0.000181978,9.90E-08,70136.70316,31869.69329,4976.541996,2781.454818,1061.456394,233.8248702,854.1129828,393.9881284,328.4361798,347.404044,20130828 175447  905  000000 0154 0194.bmp
1451,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,33332,3.954249716,18.189,0,0,67.43640137,141516.5335,55,0.734197927,1.453049863,0.292770985,0.050058961,0.007838915,0.004965853,3.08E-05,0.001041861,3.13E-06,275183.9624,130779.5767,27384.51935,7632.963686,5189.916665,4691.106084,5298.651076,2262.239279,2921.63845,2058.147629,20130828 175447  938  000000 0722 0090.bmp
1452,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,6927,7.042821931,3.78,0,0,38.55707932,17560.45324,73,-0.246722014,0.993093678,0.30932588,0.057969668,0.00948892,0.00552603,4.00E-05,0.001318126,1.89E-06,82102.49643,38677.67272,8913.725764,3905.69958,1047.325494,2502.365042,424.4700818,1729.099497,1034.612508,1853.074277,20130828 175447  938  000001 0134 0754.bmp
1453,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,12555,7.067722522,6.851,0,0,77.64032745,46509.61533,53,1.311766458,1.600793546,0.266848002,0.033220696,0.003151798,0.001129059,2.02E-06,0.000115158,-6.81E-07,133274.8221,50408.31947,27594.19927,13125.81266,2855.082241,7447.338925,6792.010991,2144.145783,412.8126625,2044.082645,20130828 175447  972  000000 0422 0742.bmp
1454,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4070.666297,4132.976,0.328,32.12783535,28.702,-553.404,0.026,0,0,0,9999,0.273,0.016,0.016,0.015,0,0,,NC,NC,3143,1.659219798,1.715,0,0,5.54544878,5788.380299,106,-1.294221177,0.286410651,0.185220746,0.004354759,0.00148329,2.00E-05,1.12E-09,4.77E-07,-3.26E-09,15324.30129,7322.537514,509.7277215,315.3699149,384.0864404,73.61588522,121.4253234,55.23894303,35.12064862,45.9064005,20130828 175448  005  000000 1014 0870.bmp
1455,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4070.666297,4132.976,0.328,32.12783535,28.702,-553.404,0.026,0,0,0,9999,0.273,0.016,0.016,0.015,0,0,,NC,NC,9382,4.98957633,5.12,0,0,37,34885.23008,49,2.041975764,1.811071269,0.280317986,0.049155597,0.001477442,0.000327039,1.69E-07,2.40E-05,-1.52E-07,94282.3731,42026.59247,7954.807828,1573.481142,2980.28857,1343.85877,2045.673031,459.9953747,1166.717971,1010.397465,20130828 175448  139  000000 0458 0082.bmp
1456,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4070.666297,4132.976,0.328,32.12783535,28.702,-553.404,0.026,0,0,0,9999,0.273,0.016,0.016,0.015,0,0,,NC,NC,10000,5.415970231,5.457,0,0,43.71696091,21118.27585,78,-0.199184279,1.082666189,0.234459201,0.025672676,0.000423121,3.87E-05,1.27E-10,1.13E-06,-4.95E-09,62083.28704,39814.98364,8695.564849,6678.683379,3286.923866,4859.405633,188.7131512,414.1037405,1297.384146,1175.187603,20130828 175448  305  000000 0106 0070.bmp
1457,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4070.666297,4132.976,0.328,32.12783535,28.702,-553.404,0.026,0,0,0,9999,0.273,0.016,0.016,0.015,0,0,,NC,NC,7038,4.501713246,3.841,0,0,18.2482872,12603.42843,89,-0.579269157,0.721465074,0.301190198,0.058818501,0.004539109,0.002104178,6.50E-06,0.000510109,4.27E-09,51222.69603,31139.04116,4886.010701,1809.5632,907.3706595,1252.3802,284.7153716,565.8760791,90.04037981,259.6506309,20130828 175448  338  000000 0922 0114.bmp
1458,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4070.666297,4132.976,0.328,32.12783535,28.702,-553.404,0.026,0,0,0,9999,0.273,0.016,0.016,0.015,0,0,,NC,NC,310,1.854575546,0.169,0,0,4.297584057,402.909881,89,-0.22706648,0.874849039,0.203316065,0.012579063,0.00034886,1.34E-05,-4.84E-10,-1.41E-06,7.75E-10,2012.06486,768.480372,66.37987237,35.44984295,46.39185356,20.15041523,17.73626055,27.16278413,18.06740041,6.61759362,20130828 175448  405  000000 0378 0394.bmp
1459,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4070.666297,4132.976,0.328,32.12783535,28.702,-553.404,0.026,0,0,0,9999,0.273,0.016,0.016,0.015,0,0,,NC,NC,11502,3.389932793,6.277,0,0,35.46848297,32006.39078,67,0.054399289,1.220134579,0.31679567,0.070729374,0.001790228,0.000902076,1.13E-06,0.000209806,-2.17E-07,78311.87886,42350.12352,7959.592682,4535.666685,1829.74896,398.4862661,2019.398301,369.2301569,344.5088847,437.4963591,20130828 175448  638  000000 0154 0426.bmp
1460,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4070.666297,4132.976,0.328,32.12783535,28.702,-553.404,0.026,0,0,0,9999,0.273,0.016,0.016,0.015,0,0,,NC,NC,11721,5.032803897,6.396,0,0,75.16187286,26176.82016,82,-0.742488676,0.892299591,0.32245469,0.071529545,0.005897056,0.004636873,2.42E-05,0.001239711,-3.82E-07,91326.53026,49004.60257,17406.76662,4711.827737,7806.204557,3064.569512,1321.013313,1067.15258,1691.250512,136.9031822,20130828 175448  672  000000 1002 0498.bmp
1461,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4070.666297,4132.976,0.328,32.12783535,28.702,-553.404,0.026,0,0,0,9999,0.273,0.016,0.016,0.015,0,0,,NC,NC,8174,2.077866729,4.46,0,0,13.31208038,17197.37418,66,0.757079032,1.268520216,0.233633654,0.028739268,6.43E-07,4.43E-07,1.41E-13,7.17E-08,-1.90E-13,39267.22667,20995.43562,3305.963142,1982.949215,1339.073262,690.5735801,245.0451358,305.1874034,364.1756854,157.3412216,20130828 175448  739  000000 0134 0722.bmp
1462,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4070.666297,4132.976,0.328,32.12783535,28.702,-553.404,0.026,0,0,0,9999,0.273,0.016,0.016,0.015,0,0,,NC,NC,8105,3.3944546,4.423,0,0,11.6150732,36536.30364,46,2.028762803,1.744395655,0.390821153,0.124471616,0.004940656,0.003481227,1.44E-05,0.001175512,-4.94E-07,68425.77764,32013.81218,3452.47745,2694.209348,549.7616335,1223.578803,126.2530036,777.8796469,257.0608388,596.8227509,20130828 175448  772  000000 0774 0846.bmp
1463,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4070.666297,4132.976,0.328,32.12783535,28.702,-553.404,0.026,0,0,0,9999,0.273,0.016,0.016,0.015,0,0,,NC,NC,7108,9.148666856,3.879,0,0,75.1282959,56029.10426,32,4.436137494,2.356009265,0.405523298,0.098364707,0.062563079,0.028986366,0.00119096,0.008526551,-0.00032452,106750.7599,51917.60082,5236.242345,3578.298209,3557.008653,2160.961602,3574.614276,1768.169918,958.0442447,931.9378259,20130828 175448  838  000000 0146 0390.bmp
1464,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4070.666297,4132.976,0.328,32.12783535,28.702,-553.404,0.026,0,0,0,9999,0.273,0.016,0.016,0.015,0,0,,NC,NC,7328,6.657427336,3.999,0,0,66.13449097,39547.8604,43,2.150012663,1.821337674,0.308468449,0.044131984,0.020271159,0.006936115,7.98E-05,0.001371688,-1.98E-05,75641.24875,41741.91833,1743.41272,8062.696746,2832.417818,1966.954933,2489.457697,589.8174567,960.7453302,524.8947606,20130828 175448  872  000000 0874 0390.bmp
1465,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4070.666297,4132.976,0.328,32.12783535,28.702,-553.404,0.026,0,0,0,9999,0.273,0.016,0.016,0.015,0,0,,NC,NC,6236,13.06842621,3.403,0,0,59.82952881,42121.72104,38,3.394604854,2.166108334,0.306914803,0.025362523,0.019679023,0.005704886,3.64E-05,0.000770427,-4.82E-05,97018.44139,51448.99672,8419.606342,2618.323476,2278.594473,2709.156162,2744.362118,489.7631701,2888.583404,1054.683078,20130828 175448  905  000000 0114 0318.bmp
1466,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4070.666297,4132.976,0.328,32.12783535,28.702,-553.404,0.026,0,0,0,9999,0.273,0.016,0.016,0.015,0,0,,NC,NC,9434,6.209363368,5.148,0,0,121.4353027,50753.26949,39,3.363058128,2.108560862,0.304110322,0.058604663,0.001869676,0.001078657,1.47E-06,0.000157933,-4.35E-07,97282.43369,39783.90579,20098.71177,7366.565142,3967.403249,1931.340539,875.6520327,662.1466852,505.4747104,1815.796694,20130828 175448  938  000000 0426 0238.bmp
1467,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4070.666297,4132.976,0.328,32.12783535,28.702,-553.404,0.026,0,0,0,9999,0.273,0.016,0.016,0.015,0,0,,NC,NC,10238,4.548582923,5.587,0,0,42.12265015,37748.97268,54,1.377322829,1.621051089,0.284335745,0.046735775,0.004624621,0.003133428,1.18E-05,0.000675561,-1.37E-06,93070.0137,43339.70185,7819.219524,4197.982467,2196.266913,1634.001222,1645.037892,1046.26099,870.9235619,297.1671459,20130828 175448  971  000000 0850 0162.bmp
1468,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4070.666297,4132.976,0.328,32.12783535,28.702,-553.404,0.026,0,0,0,9999,0.273,0.016,0.016,0.015,0,0,,NC,NC,10826,4.267861245,5.908,0,0,34.1363678,38772.25091,43,3.492382987,2.044191167,0.246901806,0.030721922,0.001186387,0.000833159,8.26E-07,0.000143259,-6.79E-08,74517.71722,41827.02261,8325.101467,3799.300154,1604.44815,484.1910618,1534.56883,1495.63787,479.690526,781.3201868,20130828 175448  971  000001 0222 0726.bmp
1469,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4057.902576,4119.895,0.331,32.12515148,28.698,-58.713,0,-12.868,0,0,9999,0.293,0.015,0.015,0.015,0,0,,NC,NC,11745,5.045880276,6.409,0,0,88.29069519,48732.70447,50,1.556973102,1.648105901,0.296248159,0.053850568,0.001976792,0.000683689,7.63E-07,0.000156665,2.23E-07,102327.294,51362.65195,6078.043307,7606.1461,7840.656909,2823.280648,540.5608716,994.9786734,1428.138664,1211.499457,20130828 175449  005  000000 0766 0798.bmp
1470,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4057.902576,4119.895,0.331,32.12515148,28.698,-58.713,0,-12.868,0,0,9999,0.293,0.015,0.015,0.015,0,0,,NC,NC,218,2.514595087,0.119,0,0,3.579352617,476.748942,68,0.378062795,1.350789565,0.206752725,0.010652782,0.001373433,0.000323543,2.15E-07,3.34E-05,2.08E-08,1790.075417,643.6636541,48.65438864,40.0081559,21.41608201,9.574557264,12.56750915,7.945519941,7.001891044,20.90359925,20130828 175449  038  000000 0658 0554.bmp
1471,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4057.902576,4119.895,0.331,32.12515148,28.698,-58.713,0,-12.868,0,0,9999,0.293,0.015,0.015,0.015,0,0,,NC,NC,9963,3.030677086,5.437,0,0,43.75170517,25512.73156,67,-0.025987175,1.200000597,0.251227597,0.02702991,0.002566735,0.001297207,2.31E-06,0.000140859,-5.20E-07,65730.77533,30481.30806,8640.092505,2653.148733,2367.844766,583.430481,1442.801497,949.9470471,662.164586,795.1667567,20130828 175449  638  000000 0134 0610.bmp
1472,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4057.902576,4119.895,0.331,32.12515148,28.698,-58.713,0,-12.868,0,0,9999,0.293,0.015,0.015,0.015,0,0,,NC,NC,10283,3.49451639,5.611,0,0,26.54035187,33428.12098,52,1.543231777,1.549129099,0.280253195,0.049844527,0.001690006,0.000651808,6.67E-07,0.000116894,-1.51E-07,80330.88473,37145.84992,7132.852543,1381.443184,2191.93913,489.2102549,1566.614232,1078.566377,1387.211509,787.9009805,20130828 175449  671  000000 0378 0550.bmp
1473,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4057.902576,4119.895,0.331,32.12515148,28.698,-58.713,0,-12.868,0,0,9999,0.293,0.015,0.015,0.015,0,0,,NC,NC,10982,4.130292753,5.993,0,0,40.60780716,36682.46004,47,2.543151714,1.818566511,0.279282286,0.040650203,0.005306295,0.003202258,1.31E-05,0.000640033,-1.41E-06,91113.11487,44287.42941,7496.770452,508.7899817,2952.891527,1273.693367,4543.461527,297.6003273,547.8577218,628.0613374,20130828 175449  705  000000 0658 0502.bmp
1474,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4057.902576,4119.895,0.331,32.12515148,28.698,-58.713,0,-12.868,0,0,9999,0.293,0.015,0.015,0.015,0,0,,NC,NC,10707,3.517851036,5.843,0,0,55.73704147,33649.62018,47,2.620110388,1.905762278,0.263475589,0.031122657,0.00083847,0.001122076,1.09E-06,0.000173143,-4.09E-08,80777.06631,36631.59564,9455.624861,1632.45442,4653.471848,1698.789174,1014.33403,301.9165016,862.9352187,101.0746324,20130828 175449  738  000000 0694 0378.bmp
1475,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4057.902576,4119.895,0.331,32.12515148,28.698,-58.713,0,-12.868,0,0,9999,0.293,0.015,0.015,0.015,0,0,,NC,NC,9525,2.241624717,5.198,0,0,18.0908432,17286.36345,87,-0.72522727,0.831487434,0.19545951,0.011714356,0.000132783,3.94E-06,-8.04E-11,-3.93E-07,-4.04E-11,48225.76321,25570.57304,2177.984006,1313.280134,717.0034026,1230.044607,251.6975718,617.6960295,264.4919843,253.5939225,20130828 175449  771  000000 0934 0390.bmp
1476,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,275,7.407567933,0.15,0,0,13.86362171,1057.85195,62,0.215183427,1.451848091,0.368548045,0.067863479,0.003126967,4.49E-05,5.88E-09,5.82E-06,1.58E-08,7752.90423,1214.524408,546.6385599,207.4205286,98.80073157,181.9718627,48.89713035,78.74539119,6.793067651,43.90155551,20130828 175450  204  000000 0314 0854.bmp
1477,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,235,3.386105687,0.128,0,0,6.275716305,496.9675753,68,0.234773375,1.398844403,0.208572461,0.001512993,0.001978862,3.48E-05,-9.10E-09,-3.32E-07,5.81E-10,2516.872067,810.7980137,76.15307715,95.69556204,82.62193114,21.06679334,36.3709614,10.8587176,30.35435535,25.73748909,20130828 175450  238  000000 0850 0858.bmp
1478,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,7877,4.360519823,4.298,0,0,33.65448761,43081.60625,42,2.380311823,1.945681863,0.315613244,0.067990184,0.003213551,0.00239499,6.64E-06,0.000599926,8.51E-08,77558.28851,32954.69122,7811.875291,3404.081575,420.5384059,1481.338543,113.0726167,809.246275,1260.328564,705.4695216,20130828 175450  671  000000 0210 0354.bmp
1479,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,8561,4.160026623,4.672,0,0,41.17068481,34307.83758,43,3.169002998,2.002354258,0.263491382,0.031252093,0.001098019,0.001040357,9.36E-07,0.000173564,-6.00E-07,66194.37893,31554.59045,8644.595579,322.7006577,3572.222363,2184.128526,1237.142134,350.1561936,457.6599988,1131.561079,20130828 175450  704  000000 0762 0282.bmp
1480,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NC,NC,10726,6.485654367,5.853,0,0,79.57170105,40047.40222,41,3.892737869,2.173187441,0.267099511,0.037558072,0.003693522,0.002088376,5.76E-06,0.000396824,6.45E-07,106205.3504,49555.63091,18034.41202,5505.803859,5493.601882,865.0638971,4974.831247,2165.233037,2187.975706,1743.242389,20130828 175450  837  000000 0610 0682.bmp
1481,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4052.111288,4113.96,0.331,32.12755583,28.698,9385.826,0.027,2057.065,0,0,9999,0.299,0.016,0.015,0.015,0,0,,NC,NC,178,2.933042844,0.097,0,0,5.172261715,357.8103154,71,0.202903472,1.372953509,0.236175826,0.017165577,0.000266896,0.000148651,1.86E-08,8.59E-06,2.30E-08,1405.059785,549.4447253,32.74247338,83.38412648,17.21814595,48.23565687,39.04067305,16.4868834,12.12810716,8.079868269,20130828 175451  471  000000 0166 0418.bmp
1482,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4052.111288,4113.96,0.331,32.12755583,28.698,9385.826,0.027,2057.065,0,0,9999,0.299,0.016,0.015,0.015,0,0,,NC,NC,9012,2.670991878,4.918,0,0,40.89906693,24801.52619,54,1.439700243,1.556284368,0.245835116,0.030686396,0.001273983,0.000129675,-1.15E-08,-7.38E-06,5.14E-08,45165.59736,27106.81652,4978.454638,620.0969078,2936.748485,969.6411683,1013.973337,661.203257,326.2009176,167.4531837,20130828 175451  737  000000 0122 0446.bmp
1483,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,5:54 PM,0,0,0,4052.111288,4113.96,0.331,32.12755583,28.698,9385.826,0.027,2057.065,0,0,9999,0.299,0.016,0.015,0.015,0,0,,NC,NC,123,1.553300278,0.067,0,0,2.121320248,175.6275675,77,0.023280861,1.276019487,0.19284925,0.008265988,0.000460873,6.57E-05,4.92E-09,7.33E-07,-1.03E-08,927.733798,289.4746283,9.104248357,15.28899664,20.95405737,2.704205663,6.230393398,4.726602621,6.450352736,8.273780065,20130828 175451  737  000001 0610 0546.bmp
